,color,keyword,set,release_date,count
2194,white,lifelink,Fate Reforged,2015-01-23,1
2195,white,lifelink,From the Vault: Transform,2015-11-24,1
2196,white,lifelink,Future Sight,2007-05-04,1
2197,white,lifelink,Gatecrash,2013-02-01,4
2198,white,lifelink,Guilds of Ravnica,2018-10-05,6
2199,white,lifelink,Hour of Devastation,2017-07-14,2
2200,white,lifelink,Ixalan,2017-09-29,4
2201,white,lifelink,Journey into Nyx,2014-05-02,1
2202,white,lifelink,Kaladesh,2016-09-30,2
2203,white,lifelink,Khans of Tarkir,2014-09-26,5
2204,white,lifelink,Lorwyn,2007-10-12,3
2205,white,lifelink,Magic 2010,2009-07-17,1
2206,white,lifelink,Magic 2011,2010-07-16,1
2207,white,lifelink,Magic 2012,2011-07-15,1
2208,white,lifelink,Magic 2013,2012-07-13,2
2209,white,lifelink,Magic 2014 Core Set,2013-07-19,4
2210,white,lifelink,Magic 2015 Core Set,2014-07-18,2
2211,white,lifelink,Magic Origins,2015-07-17,2
2212,white,lifelink,Magic: The Gathering-Commander,2011-06-17,1
2213,white,lifelink,Mirrodin Besieged,2011-02-04,1
2214,white,lifelink,Planechase 2012 Edition,2012-06-01,1
2215,white,lifelink,Return to Ravnica,2012-10-05,1
2216,white,lifelink,Rise of the Eldrazi,2010-04-23,1
2217,white,lifelink,Rivals of Ixalan,2018-01-19,2
2218,white,lifelink,Scars of Mirrodin,2010-10-01,1
2219,white,lifelink,Shadowmoor,2008-05-02,1
2220,white,lifelink,Shadows over Innistrad,2016-04-08,2
2221,white,lifelink,Shards of Alara,2008-10-03,3
2222,white,lifelink,Theros,2013-09-27,1
2223,white,lifelink,Worldwake,2010-02-05,1
2224,white,lifelink,Zendikar,2009-10-02,2
2225,white,menace,Commander 2017,2017-08-25,1
2226,white,menace,Commander 2018,2018-08-10,1
2227,white,menace,Ixalan,2017-09-29,1
2228,white,menace,Journey into Nyx,2014-05-02,1
2229,white,menace,Shadows over Innistrad,2016-04-08,1
2230,white,reach,Alara Reborn,2009-04-30,1
2231,white,reach,Battlebond,2018-06-08,1
2232,white,reach,Collector's Edition,1993-12-01,1
2233,white,reach,Commander 2016,2016-11-11,1
2234,white,reach,Core Set 2019,2018-07-13,1
2235,white,reach,Dragons of Tarkir,2015-03-27,1
2236,white,reach,Fifth Dawn,2004-06-04,1
2237,white,reach,Global Series: Jiang Yanggu and Mu Yanling,2018-06-22,2
2238,white,reach,Homelands,1995-10-14,1
2239,white,reach,International Collector's Edition,1993-12-01,1
2240,white,reach,Invasion,2000-10-02,1
2241,white,reach,Legions,2003-02-03,1
2242,white,reach,Magic 2012,2011-07-15,1
2243,white,reach,Magic 2014 Core Set,2013-07-19,1
2244,white,reach,Magic 2015 Core Set,2014-07-18,1
2245,white,reach,Magic Origins,2015-07-17,2
2246,white,reach,Mirage,1996-10-08,1
2247,white,reach,Mirrodin,2003-10-02,1
2248,white,reach,Nemesis,2000-02-14,1
2249,white,reach,Odyssey,2001-10-01,2
2250,white,reach,Planeshift,2001-02-05,1
2251,white,reach,Portal,1997-05-01,1
2252,white,reach,Portal Second Age,1998-06-24,1
2253,white,reach,Ravnica: City of Guilds,2005-10-07,1
2254,white,reach,Rivals of Ixalan,2018-01-19,1
2255,white,reach,Shadows over Innistrad,2016-04-08,1
2256,white,reach,Shards of Alara,2008-10-03,1
2257,white,reach,Tempest,1997-10-14,1
2258,white,reach,The Dark,1994-08-08,1
2259,white,reach,Theros,2013-09-27,1
2260,white,reach,Urza's Saga,1998-10-12,1
2261,white,reach,Visions,1997-02-03,1
2262,white,trample,Alliances,1996-06-10,1
2263,white,trample,Arabian Nights,1993-12-17,4
2264,white,trample,Battlebond,2018-06-08,1
2265,white,trample,Born of the Gods,2014-02-07,1
2266,white,trample,Commander 2013 Edition,2013-11-01,1
2267,white,trample,Commander 2017,2017-08-25,2
2268,white,trample,Conflux,2009-02-06,3
2269,white,trample,Core Set 2019,2018-07-13,1
2270,white,trample,Dragon's Maze,2013-05-03,1
2271,white,trample,Duel Decks: Heroes vs. Monsters,2013-09-06,1
2272,white,trample,Duel Decks: Zendikar vs. Eldrazi,2015-08-28,1
2273,white,trample,Fifth Dawn,2004-06-04,1
2274,white,trample,Gatecrash,2013-02-01,1
2275,white,trample,Guildpact,2006-02-03,1
2276,white,trample,Guilds of Ravnica,2018-10-05,3
2277,white,trample,Innistrad,2011-09-30,1
2278,white,trample,Invasion,2000-10-02,1
2279,white,trample,Ixalan,2017-09-29,1
2280,white,trample,Judgment,2002-05-27,1
2281,white,trample,Khans of Tarkir,2014-09-26,3
2282,white,trample,Legends,1994-06-10,3
2283,white,trample,Legions,2003-02-03,1
2284,white,trample,Lorwyn,2007-10-12,1
2285,white,trample,Magic 2013,2012-07-13,1
2286,white,trample,Magic: The Gathering—Conspiracy,2014-06-06,1
2287,white,trample,Mercadian Masques,1999-10-04,1
2288,white,trample,Mirage,1996-10-08,2
2289,white,trample,Odyssey,2001-10-01,1
2290,white,trample,Planechase 2012 Edition,2012-06-01,1
2291,white,trample,Ravnica: City of Guilds,2005-10-07,1
2292,white,trample,Return to Ravnica,2012-10-05,1
2293,white,trample,Rivals of Ixalan,2018-01-19,2
2294,white,trample,Shadows over Innistrad,2016-04-08,1
2295,white,trample,Shards of Alara,2008-10-03,1
2296,white,trample,Stronghold,1998-03-02,1
2297,white,trample,The Dark,1994-08-08,1
2298,white,vigilance,Aether Revolt,2017-01-20,2
2299,white,vigilance,Alara Reborn,2009-04-30,2
2300,white,vigilance,Amonkhet,2017-04-28,5
2301,white,vigilance,Apocalypse,2001-06-04,1
2302,white,vigilance,Avacyn Restored,2012-05-04,5
2303,white,vigilance,Battle for Zendikar,2015-10-02,2
2304,white,vigilance,Battlebond,2018-06-08,2
2305,white,vigilance,Born of the Gods,2014-02-07,4
2306,white,vigilance,Champions of Kamigawa,2004-10-01,2
2307,white,vigilance,Coldsnap,2006-07-21,1
2308,white,vigilance,Commander 2013 Edition,2013-11-01,1
2309,white,vigilance,Commander 2014,2014-11-07,2
2310,white,vigilance,Commander 2015,2015-11-13,3
2311,white,vigilance,Commander 2016,2016-11-11,3
2312,white,vigilance,Commander 2018,2018-08-10,2
2313,white,vigilance,Conflux,2009-02-06,3
2314,white,vigilance,Core Set 2019,2018-07-13,8
2315,white,vigilance,Dark Ascension,2012-02-03,1
2316,white,vigilance,Dissension,2006-05-05,1
2317,white,vigilance,Dominaria,2018-04-27,3
2318,white,vigilance,Dragon's Maze,2013-05-03,5
2319,white,vigilance,Dragons of Tarkir,2015-03-27,2
2320,white,vigilance,Duel Decks: Heroes vs. Monsters,2013-09-06,1
2321,white,vigilance,Duel Decks: Zendikar vs. Eldrazi,2015-08-28,1
2322,white,vigilance,Exodus,1998-06-15,1
2323,white,vigilance,Fate Reforged,2015-01-23,3
2324,white,vigilance,Fifth Dawn,2004-06-04,3
2325,white,vigilance,From the Vault: Transform,2015-11-24,2
2326,white,vigilance,Gatecrash,2013-02-01,5
2327,white,vigilance,Guildpact,2006-02-03,1
2328,white,vigilance,Guilds of Ravnica,2018-10-05,10
2329,white,vigilance,Homelands,1995-10-14,1
2330,white,vigilance,Hour of Devastation,2017-07-14,4
2331,white,vigilance,Innistrad,2011-09-30,4
2332,white,vigilance,Invasion,2000-10-02,3
2333,white,vigilance,Ixalan,2017-09-29,7
2334,white,vigilance,Journey into Nyx,2014-05-02,1
2335,white,vigilance,Judgment,2002-05-27,1
2336,white,vigilance,Kaladesh,2016-09-30,4
2337,white,vigilance,Khans of Tarkir,2014-09-26,3
2338,white,vigilance,Legions,2003-02-03,3
2339,white,vigilance,Limited Edition Alpha,1993-08-05,1
2340,white,vigilance,Lorwyn,2007-10-12,3
2341,white,vigilance,Magic 2010,2009-07-17,2
2342,white,vigilance,Magic 2011,2010-07-16,1
2343,white,vigilance,Magic 2013,2012-07-13,1
2344,white,vigilance,Magic 2014 Core Set,2013-07-19,3
2345,white,vigilance,Magic 2015 Core Set,2014-07-18,4
2346,white,vigilance,Magic Origins,2015-07-17,3
2347,white,vigilance,Magic: The Gathering-Commander,2011-06-17,1
2348,white,vigilance,Masterpiece Series: Kaladesh Inventions,2016-09-30,1
2349,white,vigilance,Mercadian Masques,1999-10-04,2
2350,white,vigilance,Mirage,1996-10-08,1
2351,white,vigilance,Mirrodin,2003-10-02,1
2352,white,vigilance,Mirrodin Besieged,2011-02-04,2
2353,white,vigilance,Morningtide,2008-02-01,3
2354,white,vigilance,New Phyrexia,2011-05-13,2
2355,white,vigilance,Oath of the Gatewatch,2016-01-22,2
2356,white,vigilance,Odyssey,2001-10-01,3
2357,white,vigilance,Onslaught,2002-10-07,1
2358,white,vigilance,Planechase 2012 Edition,2012-06-01,1
2359,white,vigilance,Portal,1997-05-01,1
2360,white,vigilance,Portal Second Age,1998-06-24,2
2361,white,vigilance,Portal Three Kingdoms,1999-05-01,3
2362,white,vigilance,Prophecy,2000-06-05,1
2363,white,vigilance,Ravnica: City of Guilds,2005-10-07,6
2364,white,vigilance,Return to Ravnica,2012-10-05,3
2365,white,vigilance,Rise of the Eldrazi,2010-04-23,2
2366,white,vigilance,Rivals of Ixalan,2018-01-19,5
2367,white,vigilance,Saviors of Kamigawa,2005-06-03,2
2368,white,vigilance,Scars of Mirrodin,2010-10-01,1
2369,white,vigilance,Scourge,2003-05-26,1
2370,white,vigilance,Shadowmoor,2008-05-02,4
2371,white,vigilance,Shadows over Innistrad,2016-04-08,2
2372,white,vigilance,Shards of Alara,2008-10-03,4
2373,white,vigilance,Starter 1999,1999-07-12,2
2374,white,vigilance,Stronghold,1998-03-02,1
2375,white,vigilance,Theros,2013-09-27,4
2376,white,vigilance,Time Spiral,2006-10-06,3
2377,white,vigilance,Torment,2002-02-08,3
2378,white,vigilance,Urza's Legacy,1999-02-15,1
2379,white,vigilance,Urza's Saga,1998-10-12,1
2380,white,vigilance,Visions,1997-02-03,2
2381,white,vigilance,Zendikar,2009-10-02,3
